Time(us),Frequency(kHz)
19549139,1200009
19569145,1200007
19579146,1200009
19589148,1200007
19599155,1200008
19609161,1200007
19619163,1200010
19629166,1200007
19649176,1200008
19659181,1200010
19669186,1200007
19679189,1200008
19709202,1200007
19719210,1200010
19729213,1200006
19739217,1200009
19749223,1200007
19759225,1200010
19769231,1200007
19779238,1200008
19789239,1200007
19799247,1200010
19809261,1200007
19829268,1200009
19849275,1200006
19859278,1200008
19879287,1200009
19889289,1200005
19899293,1200008
19909298,1200009
19929312,1200006
19939314,1200008
19949321,1200009
19959327,1200008
19969332,1200007
19979333,1200010
19989341,1200005
19999349,1200009
20009355,1200007
20019361,1200010
20029364,1200007
20049377,1200008
20059378,1200010
20069381,1200007
20089386,1200009
20099393,1200008
20109400,1200007
20119403,1200009
20129411,1200007
20139412,1200009
20149417,1200008
20169426,1200007
20179433,1200009
20189439,1200007
20199446,1200008
20219456,1200009
20229464,1200008
20249476,1200007
20259481,1200009
20269486,1200007
20279489,1200008
20289493,1200009
20299498,1200008
20339512,1200007
20349515,1200008
20359521,1200009
20369524,1200007
20379529,1200008
20389534,1200009
20399536,1200008
20449564,1200007
20459571,1200008
20479578,1200006
20489580,1200008
20519599,1200009
20529606,1200008
20559622,1200007
20569625,1200009
20579632,1200006
20589637,1200009
20599645,1200008
20609650,1200007
20619653,1200009
20629655,1200007
20639661,1200008
20689687,1200007
20699690,1200009
20709693,1200008
20719700,1200006
20729706,1200009
20749713,1200008
20759716,1200007
20769719,1200009
20779725,1200008
20799734,1200007
20809739,1200009
20819745,1200007
20829747,1200009
20839755,1200008
20849760,1200006
20859764,1200009
20869768,1200006
20879774,1200009
20889782,1200007
20899790,1200009
20909795,1200007
20919802,1200008
20949818,1200009
20959821,1200007
20969824,1200008
20989835,1200009
20999838,1200008
21009842,1200007
21019847,1200009
21029851,1200008
21039856,1200006
21049862,1200009
21059870,1200007
21069872,1200008
21079877,1200009
21089883,1200007
21099889,1200009
21109896,1200008
21129907,1200007
21139913,1200008
21149914,1200007
21159923,1200008
21209948,1200007
21219954,1200008
21229961,1200009
21239967,1200008
21249973,1200006
21259981,1200009
21269982,1200008
21309997,1200006
21320001,1200008
21330007,1200009
21340010,1200008
21360018,1200006
21370022,1200009
21380027,1200006
21390032,1200008
21400035,1200009
21410039,1200007
21420042,1200009
21430048,1200007
21440053,1200008
21450056,1200009
21460059,1200008
21480067,1200007
21490075,1200009
21500082,1200008
21520095,1200007
21530097,1200008
21550107,1200007
21560109,1200008
21600132,1200006
21610134,1200008
