Time(ms),Frequency(kHz)
15986,2984908
15996,2993223
16006,3070178
16016,3056663
16026,3078819
16036,3069160
16046,3081882
16056,3076017
16066,3057489
16076,3068589
16086,3076078
16096,3072265
16106,3081111
16116,3072176
16126,3068262
16136,3072378
16146,3075974
16156,3078485
16166,3084760
16176,3065422
16186,3067212
16196,3067033
16206,3074219
16216,3069600
16226,3075334
16236,3053853
16246,3079440
16256,3060312
16266,3072751
16276,3059998
16286,3075901
16296,3069404
16306,3081277
16316,3078821
16326,3088280
16336,3082216
16346,3078830
16356,3065096
16366,3075686
16376,3072362
16386,3084799
16396,3081923
16406,3083858
16416,3081403
16426,3088151
16436,3082353
16446,3087999
16456,3071965
16466,3081732
16476,3072439
16486,3084834
16496,3069319
16506,3081598
16516,3079153
16526,3087737
16536,3069294
16546,3081942
16556,3075373
16566,3087792
16576,3067157
16586,3081621
16596,3065995
16606,3064353
16616,3056137
16626,3072460
16636,3072622
16646,3081571
16656,3075655
16666,3087939
16676,3078974
16686,3084891
16696,3075200
16706,3087635
16716,3066231
16726,3081071
16736,3061875
16746,3073757
16756,3085972
16766,3075498
16776,3073781
16786,3075109
16796,3085633
16806,3068762
16816,3082855
16826,3074569
16836,3079588
16846,3072995
16856,3084310
16866,3053671
16876,3080605
16886,3078737
16896,3074503
16906,3066739
16916,3071877
16926,3063591
16936,3071118
16946,3071602
16956,2993124
16966,2921119
16976,3038441
16986,3053555
16996,3065481
17006,2945161
17016,2995616
17026,3078356
17036,3088320
17046,3078431
17056,3078443
17066,3050171
17076,3075782
17086,3066188
17096,3081640
17106,3079195
17116,3084964
17126,3075438
17136,3084711
17146,3072729
17156,3081466
17166,3071321
17176,3055387
17186,3049343
17196,3072276
17206,3056522
17216,3081428
17226,3053032
17236,3068163
17246,3075308
17256,3087272
17266,3055782
17276,3088095
17286,3078927
17296,3081598
17306,3072764
17316,3059626
17327,3063426
17337,3073063
17347,3066271
17357,3068844
17367,3069580
17377,3085011
17387,3074339
17397,3087897
17407,3082675
17417,3088028
17427,3074749
17437,3062423
17447,3066863
17457,3081539
17467,3079094
17477,3087958
17487,3081488
17497,3088075
17507,3074001
17517,3081824
17527,3072286
17537,3087645
17547,3082026
17557,3078563
17567,3068473
17577,3075726
17587,3063280
17597,3082010
17607,3072164
17617,3081651
17627,3078466
17637,3087896
17647,3081335
17657,3088082
17667,3078705
17677,3078685
17687,3066312
17697,3072205
17707,3055012
17717,3066132
17727,3053829
17737,3081825
17747,3072294
17757,3088316
17767,3081415
17777,3087794
17787,3082112
17797,3087812
17807,3065333
17817,3081983
17827,3079252
17837,3081429
17847,3075505
17857,3085094
17867,3079641
17877,3038624
17887,3071970
17897,3069407
17907,3066729
17917,3075696
17927,3053863
17937,3078495
17947,3060101
17957,3078325
17967,3069618
17977,3084896
17987,3082062
17997,3069566
18007,2979776
18017,2978368
18027,3025748
18037,3068682
18047,3056762
18057,2966227
18067,3033196
18077,3081896
18087,3074848
18097,3087502
18107,3071229
18117,3081640
18127,3082315
18137,3082215
18147,3082315
18157,3081391
18167,3072128
18177,3065267
18187,3065662
18197,3075495
18207,3069460
18217,3078910
18227,3076121
18237,3085226
18247,3065235
18257,3079090
18267,3076306
18277,3078736
18287,3065930
18297,3078957
18307,3065607
18317,3075031
18327,3066522
18337,3075386
18347,3059724
18357,3072360
18367,3066481
18377,3081839
18387,3078429
18397,3085011
18407,3075513
18417,3084758
18427,3060127
18437,3078754
18447,3071753
18457,3084730
18467,3078761
18477,3084958
18487,3069102
18497,3078490
18507,3069828
18517,3075017
18527,3072664
18537,3081491
18547,3078601
18557,3078903
18567,3070251
18577,3084784
18587,3075664
18597,3081847
18607,3066922
18617,3081183
18627,3052442
18637,3087780
18647,3066457
18657,3079040
18667,3042613
18677,3073429
18687,3057862
18697,3069749
18707,3062959
18717,3084676
18727,3052244
18737,3084813
18747,3060357
18757,2933167
18767,3053566
18777,3053565
18787,3060029
18797,3066659
18807,3062986
18817,3075831
18827,3056961
18837,3075101
18847,3074234
18857,3081072
18867,3069425
18877,3078754
18887,3054676
18897,3081626
18907,3079208
18917,3088037
18927,3080864
18937,3075352
18947,3065351
18957,3081922
18967,3078122
18977,3087876
18987,3081275
18997,3087757
19007,3081450
19017,3082335
19027,3081695
19037,3078878
19047,3065693
19057,3020952
19067,2909669
19077,2948877
19087,2815808
19097,3008614
19107,3021245
19117,2940274
19127,3053873
19137,3069809
19147,3053853
19157,3073023
19167,3065950
19177,3074188
19187,3081282
19197,3078429
19207,3071806
19217,3085129
19227,3081572
19237,3084384
19247,3044880
19257,3072222
19267,3062167
19277,3072542
19287,3060387
19297,3077641
19307,3078432
19317,3078403
19327,3072380
19337,3081563
19347,3081550
19357,3087756
19367,3070689
19377,3081947
19387,3071755
19397,3088019
19407,3078747
19417,3074925
19427,3071686
19437,3076154
19447,3060754
19457,3071466
19467,3065879
19477,3078851
19487,3062633
19497,3072806
19507,3066354
19517,3081968
19527,3078639
19537,3085000
19547,3075164
19557,3084948
19567,3062395
19577,3078798
19587,3072465
19597,3084584
19607,3068305
19617,3069429
19627,3069553
19637,3078251
19647,3069061
19657,3060433
19667,3062662
19677,3061999
19687,3075488
19697,3085175
19707,3075994
19717,3084558
19727,3075083
19737,3084989
19748,3068023
19758,3078842
19768,3057488
19778,3078372
19788,3069672
19798,3084593
19808,3075721
19818,3084503
19828,3072502
19838,3054384
19848,3072912
19858,3081212
19868,3078343
19878,3072451
19888,3075632
19898,3085022
19908,3075821
19918,3088276
19928,3082039
19938,3078545
19948,3072542
19958,3051418
19968,3072308
19978,3084638
19988,3072282
19998,3081388
20008,3072601
20018,3076547
20028,3082368
20038,3088318
